ClientID,ClientName,SalesforceID,Segment,MktSubSegment,Insurance,BU_Division,BusinessUnitHead,OracleID,Tier,IIS_Top_100,SSIA TOP TIER,DirectPublish,ClientStartDate,DateClientTerminated,Site_Lead,Team_Lead,Manager,Primary_Client_Contact,Analyst_1_(A&C),Analyst_2_(CSO),Analyst_3_(Coverage),SITE,BU_Relationship_Managers,BU_Client_Service,COMPLIANCE_CS,AuditLocation,AcctContact,PNASRVR,MCHREGION,DAILY,SECTOR_NAME,Oversight_Site,Oversight_Group,Operations_Email_Dist,JV_Email_Dist,Client_Specific_Email_Dist,Watchlist,CM_Requires_2nd_ Approver
INVESCO,Invesco Ltd.,001G000001jmpamIAA,Asset Manager,ASSET MANAGER,SA,USIS,Emery Geoff,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Rudgalve, Olga","King, Jonathan William","Chau, Stella S",BOSTON,Geoffrey Emery,Dennis Spaulding,,JV Pune,QUAN ANDY,13PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
IPCSS,International Paper Co,001G000001jmsqqIAA,Corporate,RETIREMENT - CORP,CPS,IIS,SCHAFER,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J",,"Sucharewicz, James M","Saar-Beckles, Merit",BOSTON,Peter Demello,Mark Curran / Chanteari Pehn,,JV Pune,BENKART BRIAN,02PAW3,CI800,No,,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,SSC-IP ,Stable,No
IRVINE,JAMES IRVINE FOUNDATION,001G000001jmoW8IAI,Endowment/Foundation,PHILANTHROPIC,NFP,IIS,LUCE,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Rudgalve, Olga","Osyf, Steven M","Stoychev, Stefan",BOSTON,KIMBERLY MOYNIHAN,Sean Quigley,,JV-Mumbai,MCELIGOTT MICHAEL,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,SSIA-US PnA Alameda,,No Status ,No
ISBI,Illinois State Board of Investments,001G000001jmow7,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,12/31/2016,,MATTHEW SWAN,,ZICO GONSALVES,,,,TORONTO,"LYONS, FRANCINE",Erin DeWolfe,,JV Pune,Aaron Poulin,06PAW3,CI800,No,Asset Owners,TORONTO,CAPA5,,JV_QAT_US-PnA Monthly Ops,,No Status,No
ITAU,ITAU,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+13,-99,,,,1/1/2013,1/1/2000,,Mable Leung,,MATTHEW SWAN,,,MATTHEW SWAN,,,,,, , , , ,,,,,,,No Status,No
IUOE,IUOE LOCAL 4,001G000001jmmUXIAY,,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,8/19/2016,,Rob Moles,Steven Osyf,Olga Rudgalve,Jim Sucharewicz,Eric Burton,Kevin Lee,BOSTON,Theresa Chu,Theresa Chu,,JV Pune,BITTNER ERIC,04PAW3,CI500,No,,BOSTON,CAPA2,,JV_QAT_US-PnA Monthly Ops,,No Status,No
IWNE,Iron Workers New England District,001G000001jms8qIAA,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Cardarelli, Rachel","Cardarelli, Rachel","Law, Fennie S","Pires, Laurentino R",BOSTON,"Anastasia Maslakova
Anastasia Maslakova",Anastasia Maslakova,,JV Pune,Brent Sneed,02PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
JANUS,JANUS CAPITAL MANAGEMENT,,,ASSET MANAGER,USIS,,TERMINATED,1.00E+12,-99,,,,5/15/2011,1/4/2013,,Tony Tang,,Jeffrey Malmin,,,JEFFREY MALMIN,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
JCPENNEY,"J.C. Penney Company, Inc.",001G000001jmn2kIAA,Corporate,RETIREMENT - DB,CPS,IIS,SCHAFER,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J","Jia, Juan V","Labaki, Anthony J","Sucharewicz, James M",BOSTON,SADLER CHRIS,Brian Hawko / Ryan Keenan,,JV Pune,MCELIGOTT MICHAEL,02PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
JFMCPEP,Jewish United Fund,,,RELIGIOUS,IIS,IIS,SCHAFER,1.00E+12,2,,,,7/1/2014,12/31/2015,,Erik Cady,Scott Swanson,Bob Young,,Kelvin Andrade,Laura Wykret,BOSTON,Seth Wald,Chris Vokolek,,JV Pune, , , , ,,Poland,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
JHDB,John Hancock (Parent),001G000001jmohUIAQ,Corporate,RETIREMENT - CORP,CPS,IIS,AMATO,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Panza, Pietro","Ramos, Levi","Carmisciano, Lisa",,BOSTON,Mark Curran,Daniel Joseph Morse,,JV Pune,MCELIGOTT MICHAEL,04PAW3,C1I500,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,No Status ,No
JHHSS,JOHN HOPKINS HEALTH SYSTEM,,,HEALTHCARE,NFP,IIS,SCHECHTER,1.00E+12,1,,,,1/1/2009,6/30/2015,,Erik Cady,John Sullivan,Peter Storment,Stephanie Malley,George Hachem,Wayne Fairchild,BOSTON,SADLER CHRIS,Keith Maloney,Charlene Barucha,JV Pune,MCELIGOTT MICHAEL,06PAW3,CI800,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
JHSS,JOHN HANCOCK,,,ASSET MANAGER,USIS,,MCCABE,1.00E+12,2,,,,1/1/2009,12/31/2013,,Young,Adamson,NONE,Alan Kowalski,Irwin,Scott Swanson,BOSTON,,,Charlene Barucha,, , , , ,,BOSTON,,,,,No Status,No
JHUSS,JOHN HOPKINS UNIVERSITY,,,EDUCATION,NFP,IIS,SCHECHTER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,6/30/2015,,Erik Cady,John Sullivan,Peter Storment,Stephanie Malley,Geoff Bagshaw,Wayne Fairchild,BOSTON,SADLER CHRIS,Keith Maloney,,JV Pune,MCELIGOTT MICHAEL,06PAW3,CI800,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
JPGSS,J Paul Getty Trust,001G000001jmqpwIAA,Endowment/Foundation,PHILANTHROPIC,NFP,IIS,SCHECHTER,1.00E+12,1,,,,1/1/2009,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Ali, Sana M","Osman, Sarah","Osman, Sarah","Leung, Mable",SACRAMENTO,Maria Luce,Rodriguez Erin,,JV-Mumbai,BENKART BRIAN,04PAW3,CIA00,No,,SACRAMENTO,N/A,Perf_West_Team2,SSIA-US PnA Alameda,,Watch,Yes
JPM,JPMorgan Chase and Co.,001G000001jmrKOIAY,Asset Manager,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Kerrigan, John","Kerrigan, John","Osyf, Steven M","Stoychev, Stefan",BOSTON,Chris Finlay,Lisa Bridel,,JV Pune,RAGELL PETER,02PAW3,offline,Yes,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Daily Ops,,Stable,No
KAL ,Kalamazoo County Employee Retirement System,001G000001jmmLfIAI,Public Funds,MUNICIPAL ENTITY,PF,IIS,Young,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Panza, Pietro","Huang, Min","Arustamyan, Vadim R","Arustamyan, Vadim R",BOSTON,Lauren Atkins,Lauren Atkins,,JV Pune, , , , ,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
KALA,CITY OF KALAMAZOO,001G000001jmsCnIAI,Public Funds,MUNICIPAL ENTITY,PF,IIS,Young,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Panza, Pietro","Huang, Min","Arustamyan, Vadim R",,BOSTON,Lauren Atkins,Lauren Atkins,,JV Pune,BITTNER ERIC,02PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
KAUFMF,Ewing Marion Kauffman Foundation,001G000001jms1f,Endowment/Foundation,PHILANTHROPIC,NFP,IIS,YOUNG,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Mackey, Paul J",,"Crimmins, Matthew","Huang, Min",BOSTON,Victoria Aguiar,"Cheryl Phillips
Cheryl Phillips",,JV Pune,BITTNER ERIC,04PAW3,CI800,No,Asset Owners,Poland,CAPA4,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
KAYDON,Kaydon,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
KBRSS,"KBR, Inc.",001G000001jmqGO,Corporate,VARIOUS - CORP,CPS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Kerrigan, John","Osyf, Steven M","Stoychev, Stefan",,BOSTON,MATT SNYDER,William Bowles,,JV Pune,BENKART BRIAN,04PAW3,CIA00,No,Asset Owners,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
KBRSSUK,KBR UK,,,VARIOUS - CORP,USIS,,,1.00E+12,2,,,,1/1/2009,1/2/2009,,Mike McDevitt,,NONE,,,Jackie Johnstone,Edinburgh,,,,Edinburgh, , , , ,,Edinburgh,,,,,No Status,No
KFGSS1,KAISER PERMANENTE,001G000001jmoiW,Endowment/Foundation,HEALTHCARE,CPS,IIS,LUCE,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Pae, Lisa H","Hennessy, Carl J","Leung, Mable","Rozek, Justin J","Lun, Jay","Lun, Jay","Leung, Mable",SACRAMENTO,MACVARISH KATHY,Brendan LaMarre,,JV-Mumbai,MCELIGOTT MICHAEL,06PAW3,CI800,NO,Asset Owners,SACRAMENTO,N/A,Perf_West_Team1,SSIA-US PnA Alameda,,Stable,No
KNIGHTV,Knight Vinke Asset Management,001G000001jmsoVIAQ,Asset Manager,ASSET MANAGER,USIS,USIS,HEINZL,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Kerrigan, John","Kerrigan, John","Adamson, Carlisle O","Stoychev, Stefan",BOSTON,Eddy Fung,Gonpo Ogen,,JV Pune,NONE,02PAW3,NULL,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
KPERS,Kansas Public Employees Retirement,001G000001jmrva,Public Funds,STATE ENTITY,PUB FUND,IIS,,1.00E+13,2,,,,4/1/2015,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Gonsalves, Zico","Ng, Andrew","Ng, Andrew","Dai, David",TORONTO,"Forbes, Greg",Nick Katsikis,,JV-Mumbai,,02PA2W3,,No,Asset Owners,TORONTO,N/A,,SSIA-US PnA Alameda,,Stable,No
KRAFT,"Kraft Foods Group, Inc.",001G000001jmmUK,,RETIREMENT - DC,DCS,IIS,SCHECHTER,1.00E+12,3,,,,11/1/2012,6/30/2016,,Erik Pulsifer,Steven Osyf,Jon Frewald,Lisa Carmisciano,Anthony Labaki,Wayne Fairchild,BOSTON,Lisa Duncan,McCowan Bernadette,,JV-Mumbai,BENKART BRIAN,08PAW3,CI900,,Asset Owners,BOSTON,CAPA2,,SSIA-US PnA Alameda,,No Status,No
KRAFT2,KRAFT FOODS,,,RETIREMENT - DC,DCS,IIS,SCHECHTER,None,3,,,,11/1/2012,12/31/2014,,Kristine Treacy,Kristine Treacy,Matt Landry,Anthony Labaki,Anthony Labaki,Kristine Treacy,BOSTON,McCowan Bernadette,,,JV-Mumbai,BENKART BRIAN,08PAW3,CI900,No,,BOSTON,,,SSIA-US PnA Alameda,,No Status,No
KUEA,KANSAS UNIVERSITY (KUEA),,,EDUCATION,NFP,,TERMINATED,1.00E+12,-99,,,,1/1/2009,2/28/2013,,Vilda Lo,,JOHN SULLIVAN,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
LACERA,Los Angeles County Employee Retirement Association (LACERA),001G000001jmprUIAQ,Public Funds,MUNICIPAL ENTITY,USIS-Young,IIS,YOUNG,1.00E+12,1,,,,6/1/2013,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu","Mansiya, Azharuddin ","Mansiya, Azharuddin ","Leung, Mable",SACRAMENTO,Gomez Natalia,Holler Matt,,JV-Mumbai,NONE,02PAW3,CIA00,No,,SACRAMENTO,N/A,Perf_West_Team2,SSIA-US PnA Alameda,,Monitor,No
LADC,County of Los Angeles Defined Contribution Plans,,Public Funds,MUNICIPAL ENTITY,USIS-Young,IIS,YOUNG,1.00E+13,,,,,2/1/2017,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Nguyen, Vu",,,"Leung, Mable",SACRAMENTO,Gomez Natalia,Matt Holler,,,Johnson Travis,02Paw3,,,,SACRAMENTO,N/A,Perf_West_Team2,,,No Status,No
LALLL,LOS ALAMOS AND LAWRENCE LIVERMORE LABS,,,RETIREMENT - CORP,IIS,,TERMINATED,1.00E+12,-99,,,,1/1/2012,4/30/2013,,Justin Rozek,,Jeffrey Shaw,,,DAX JOHNSON,SACRAMENTO,LICHTY STEVE,,,, , , , ,,SACRAMENTO,,,,,No Status,No
LCFF,Luther C Fischer Fdtn,001G000001jmmbbIAA,Endowment/Foundation,EDUCATION,NFP,IIS,Schafer,1.00E+12,3,,,Yes,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Negoshian, Jennifer",,"Crimmins, Matthew","Huang, Min",BOSTON,MACVARISH KATHY,Karen Colitti,,JV Pune,BENKART BRIAN,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
LDCC,State of Ohio Laborers District Council,001G000001jmoxeIAA,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Stepanova, Nataliya","Postnova, Natalia",,BOSTON,Bill Collins,Kurt Robohm,,JV Pune,BITTNER ERIC,04PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
LEHIGH,LEHIGH UNIVERSITY,001G000001jmrPG,Endowment/Foundation,EDUCATION,NFP,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Sweeney, Adam","Zhang, Yu Kun","Sweeney, Adam","Andrade, Kelvin",BOSTON,PINTO STEVE,Cheryl Phillips,,JV Pune,MCELIGOTT MICHAEL,04PAW3,CI800,No,Asset Owners,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Watch,Yes
LEIR,Ridgefield Foundation & Henry J. Leir Foundation,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
LEXIN,Town of Lexington Retirement System,001G000001jmpV9IAI,Public Funds,MUNICIPAL ENTITY,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","King, Jonathan William","King, Jonathan William","Adamson, Carlisle O","Agganis, Dean P",BOSTON,Lindsay McCoy,Lindsay McCoy,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
LIZARIFS,LIZARD INVESTORS,001G000001jmmVm,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
LONGBIFS,LONGBOW ADVISORS LLC,001G000001jmrmR,,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,12/31/2015,,MATTHEW SWAN,DAVID DAI,MATTHEW SWAN,ANDREW NG,ANDREW NG,DAVID DAI,Toronto,STERNER ERIC,STERNER ERIC, ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,,,JV_QAT_US-PnA Daily Ops,,No Status,No
LONZAAMSS,LONZA AMERICAS,,Corporate,RETIREMENT - CORP,STS,IIS,Young,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Mackey, Paul J","Crimmins, Matthew","Huang, Min",,BOSTON,Lahmann Brad,Lahmann Brad,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
LORINGW,LORING WARD INTERNATIONAL,,,ASSET MANAGER,USIS,USIS,,1.00E+13,,,,,1/1/2017,,"Pae, Lisa H","Tu, Chi T","Leung, Mable","Smith, Evan","Sohn, Sung Won","Sohn, Sung Won","Leung, Mable",Sacramento,Danielle Lee,,,,,,,No,,Sacramento,N/A,Perf_West_Team2,,,No Status,No
MAKENA1,MAKENA,001G000001jmsk6,,ASSET MANAGER,AIS,AIS,HEINZL,,2, , ,,7/1/2014,12/31/2015,,MATTHEW SWAN,DAVID DAI,MATTHEW SWAN,ANDREW NG,ANDREW NG,DAVID DAI,Toronto,STERNER ERIC,STERNER ERIC, ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,,,JV_QAT_US-PnA Daily Ops,,No Status,No
MANITOB,MANITOBA CIVIL SERVICE SUPERANNUATION BOARD,001G000001jmrT6,Public Funds,PROVINCIAL ENTITY,CAD,IIS Canada,BAILLIE,1.00E+12,2,TOP IIS,TOP SSIA,,1/1/2009,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Gonsalves, Zico",CAPA4,"Chu, Daniel","Ng, Andrew",TORONTO,Jamie Paris,Charlie Trang,,JV Pune,RAGELL PETER,02PAW3,CI400,No,,TORONTO,N/A,,JV_QAT_US-PnA Monthly Ops,,Stable,No
MANULIFE,Manulife Asset Mgmt,001G000001jmoPA,Asset Manager,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+12,1,TOP IIS,TOP SSIA,,2/1/2011,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Joshi, Urvashi","King, Jonathan William","Labaki, Anthony",,TORONTO,MADELAINE TAYLOR,"Tran, Huyen (Stephanie)",,JV Pune,Irshad Zaman,02PAW3,CI300,Yes,Insurance,TORONTO,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
MANUS,Manulife Asset Mgmt (US Funds),001G000001jmoPA,Asset Manager,ASSET MANAGER,,IIS,BAILLIE,1.00E+13,3,TOP IIS,TOP SSIA,,2/1/2011,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Joshi, Urvashi","King, Jonathan William","Labaki, Anthony",,TORONTO,Madelaine Taylor,Mark Branigan,,JV Pune,Keith Groppi,02PAW3,CI300,Yes,Insurance,TORONTO,N/A,,JV_QAT_US-PnA Daily Ops,,No Status,No
MARATHON,Marathon Asset Management ,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
MARIN,Marin County Employees Retirement Assn,001G000001jmmhXIAQ,,MUNICIPAL ENTITY,PUB FUND,IIS,Pae,1.00E+12,3,,,,9/1/2012,12/31/2015,,Len Robinson,Scott Swanson,Mark Flores,Deconverted,Deconverted,Scott Swanson,BOSTON,CALABIO TRAVIS,Jennifer Lash,,Boston,NONE,,,,,BOSTON,Core Team,,,,No Status ,No
MARS,"Mars, Incorporated",001G000001jmnBKIAY,Corporate,RETIREMENT - CORP,CPS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Chau, Stella S","Stoychev, Stefan","Agganis, Dean P",,BOSTON,LICHTY STEVE,"DAVIES, GORDON",,JV Pune,BENKART BRIAN,02PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,No Status ,No
MARTSS,Lockheed Martin Corporation,001G000001jmnBoIAI,Corporate,RETIREMENT - DC,CPS,IIS,SCHECHTER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Landry, Matthew","Liang, ChiaYi","Jones, Crystal","Mejia, Carmen M",BOSTON,BULLOCK MIKE,Mike Rogerson / Matt Snyder,,JV Pune,BENKART BRIAN,06PAW3,CIA00,Yes,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Daily Ops,,Stable,No
MATRXIFS,MATRIX CAPITAL MANAGEMENT,,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata", ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
MBTA,MBTA - Massachusetts Bay Transportation Authority,001G000001jmtARIAY,Public Funds,MUNICIPAL ENTITY,PF,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J",,"Saar-Beckles, Merit","Sucharewicz, James M",BOSTON,Aaron Poulin,STEVE DAVIES / John Giusto,Charlene Barucha,JV Pune,MCELIGOTT MICHAEL,06PAW3,CI500,No,,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
McCAIN,McCain Foods Limited,001G000001jmofgIAA,Corporate,RETIREMENT - CORP,CAD,IIS Canada,BAILLIE,1.00E+12,3,,,,1/1/2010,12/1/2016,,MATTHEW SWAN,Scott Swanson,Matt Landry,Min Huang,Min Huang,Scott Swanson,TORONTO,Andre Frigon,Salerno Matilda,,JV-Pune,RAGELL PETER,02PAW3,CI400,No,,TORONTO,Core Team,,JV_QAT_US-PnA Monthly Ops,,No Status,No
MDDX,County Of Middlesex Retirement,001G000001jmrVeIAI,Public Funds,MUNICIPAL ENTITY,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Law, Fennie S","Law, Fennie S","Agganis, Dean P","Adamson, Carlisle O",BOSTON,Kaylee Payne,Kaylee Payne,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
MD-FIN,MD FINANCIAL,001G000001jmlgXIAQ,Asset Manager,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2010,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Joshi, Urvashi",CAPA4,"Doan, Thuy Anh Ngu","Ng, Andrew",TORONTO,Jamie Paris,Charlie Trang,,JV Pune,RAGELL PETER,04PAW3,CI800,Yes,,Poland,CAPA4,,JV_QAT_US-PnA Daily Ops,,Stable,No
MEDCO,MEDCO,,,RETIREMENT - DC,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2012,,,,ZICO GONSALVES,,,MATTHEW SWAN,TORONTO,WALD SETH,,,, , , , ,,TORONTO,,,,,No Status,No
MERCATOR,Mercator Asset Management Co,001G000001jmsdVIAQ,Asset Manager,ASSET MANAGER,USIS,USIS,CONNOLLY,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A",,,,,BOSTON,John Cronin,Sukam Quon,,JV Pune,RAGELL PETER,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,No Status,No
MERCER,"MERCER GLOBAL MULTI-ASSET FUND, LLC",001G000001jmt6N,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,,2, , ,,7/1/2014,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,BERNADETTE WHOLEY,BERNADETTE WHOLEY, ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,Asset Managers,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
MERCK4,MERCK CORPORATE CASH,,,CORPORATE CASH,CPS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,11/5/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
MERCKSS,"Merck & Co., Inc. (COMBINED)",,,RETIREMENT DC,IIS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
MGI,MERCER CANADA,001G000001jmqFe,Asset Manager,ASSET MANAGER,IIS,IIS Canada,Kirkland,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Leung, Mable","Mackey, Paul J",,,,BOSTON,Brett Fernquist,Jeff Saccocia,Samira Khakpoor,JV Pune,NONE,02PAW3,CI300,Yes,Asset Owners,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Daily Ops,,Stable,No
MICHGN,STATE OF MICHIGAN,001G000001jmsU0,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam",,"Jia, Juan V","Labaki, Anthony J",BOSTON,Greg Forbes,Anastasia Maslakova,Samira Khakpoor,Poland,MCELIGOTT MICHAEL,08PAW3,CI400,Yes,Asset Owners,Poland,CAPA4,Perf_East_Team2,CAPA4,SSIA-MichiganSt,Stable,No
MICHMERS,State of Michigan Muni Employees Retirement (MERS),001G000001jmoz3IAA,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Cobb, Miles","McIsaac, Kathleen R","Carmisciano, Lisa","O'Connell, Michael",BOSTON,Pat Donohoe,MaryEllen MacDonald,,JV Pune,Kevin P Donnelly,02PAW3,cia00,Yes,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Daily Ops,,Monitor,No
